Set	Position	Code	Affiliation	Faction	Name	Type	Is Unique	1d Points	2d Points	Min Points	Max Points	Cost	Health	Sides	Rarity	Img Src
Legacies	28	05028	Villain	General	BB-9E	Support	true					1		[1MD 1ID 1Dr 1Dc Sp -]	Rare	https://swdestinydb.com/bundles/cards/en/05/05028.jpg
Legacies	60	05060	Neutral	Command	Ground Battalion	Support	false					4		[2RD 2ID 3ID 4ID1 1Sh -]	Rare	https://swdestinydb.com/bundles/cards/en/05/05060.jpg
Legacies	61	05061	Neutral	Command	Lookout Post	Support	false					2		[+2ID +3ID +3ID 1Sh 1R -]	Rare	https://swdestinydb.com/bundles/cards/en/05/05061.jpg
Legacies	62	05062	Neutral	Command	Auto Cannon	Upgrade	false					3		[3RD1 +4RD1 3ID +4ID 1R -]	Rare	https://swdestinydb.com/bundles/cards/en/05/05062.jpg
Legacies	63	05063	Neutral	Command	E-11 Blaster	Upgrade	false					2		[1RD +2RD 2ID 1Sh 1R -]	Rare	https://swdestinydb.com/bundles/cards/en/05/05063.jpg
Legacies	64	05064	Neutral	Command	74-Z Speeder Bike	Upgrade	false					2		[2RD1 1F 1F 1Sh 1R -]	Starter	https://swdestinydb.com/bundles/cards/en/05/05064.jpg
Legacies	70	05070	Neutral	General	Modified HWK-290	Support	false					2		[2RD 3RD1 3ID 4ID1 1R -]	Rare	https://swdestinydb.com/bundles/cards/en/05/05070.jpg
Legacies	71	05071	Neutral	General	Canto Bight Pistol	Upgrade	false					3		[3RD1 2ID 1Sh 1R Sp -]	Rare	https://swdestinydb.com/bundles/cards/en/05/05071.jpg
Legacies	72	05072	Neutral	General	Hidden Blaster	Upgrade	false					2		[1RD +2RD +2RD 1Dr 1R -]	Starter	https://swdestinydb.com/bundles/cards/en/05/05072.jpg
Legacies	73	05073	Neutral	General	Hunting Rifle	Upgrade	false					1		[1RD 2RD1 1Dr 1R - -]	Starter	https://swdestinydb.com/bundles/cards/en/05/05073.jpg
Legacies	74	05074	Neutral	General	Stun Baton	Upgrade	false					2		[1MD 2MD 1Dr 1Sh 1R -]	Rare	https://swdestinydb.com/bundles/cards/en/05/05074.jpg
Legacies	84	05084	Villain	Command	Battle Fatigue	Event	false					1			Common	https://swdestinydb.com/bundles/cards/en/05/05084.jpg
Legacies	85	05085	Villain	Command	Crush the Rebellion	Event	false					2			Uncommon	https://swdestinydb.com/bundles/cards/en/05/05085.jpg
Legacies	86	05086	Villain	Command	Imperial Might	Event	false					2			Common	https://swdestinydb.com/bundles/cards/en/05/05086.jpg
Legacies	87	05087	Villain	Command	Scorched Earth	Event	false					2			Uncommon	https://swdestinydb.com/bundles/cards/en/05/05087.jpg
Legacies	88	05088	Villain	Command	Shrapnel Blast	Event	false					1			Common	https://swdestinydb.com/bundles/cards/en/05/05088.jpg
Legacies	89	05089	Villain	Command	Target Practice	Event	false					0			Common	https://swdestinydb.com/bundles/cards/en/05/05089.jpg
Legacies	90	05090	Villain	Command	Three Steps Ahead	Event	false					3			Uncommon	https://swdestinydb.com/bundles/cards/en/05/05090.jpg
Legacies	91	05091	Villain	Command	Command Bridge	Support	false					1			Uncommon	https://swdestinydb.com/bundles/cards/en/05/05091.jpg
Legacies	99	05099	Villain	General	Outnumber	Event	false					1			Common	https://swdestinydb.com/bundles/cards/en/05/05099.jpg
Legacies	136	05136	Neutral	Command	Crackdown	Event	false					0			Common	https://swdestinydb.com/bundles/cards/en/05/05136.jpg
Legacies	137	05137	Neutral	Command	Crash Landing	Event	false					0			Starter	https://swdestinydb.com/bundles/cards/en/05/05137.jpg
Legacies	138	05138	Neutral	Command	Law and Order	Event	false					3			Common	https://swdestinydb.com/bundles/cards/en/05/05138.jpg
Legacies	139	05139	Neutral	Command	Locked and Loaded	Event	false					1			Common	https://swdestinydb.com/bundles/cards/en/05/05139.jpg
Legacies	140	05140	Neutral	Command	Reinforce	Event	false					1			Uncommon	
Legacies	141	05141	Neutral	Command	Strength in Numbers	Event	false					2			Common	
Legacies	142	05142	Neutral	Command	Sudden Impact	Event	false					1			Uncommon	
Legacies	143	05143	Neutral	Command	Superior Position	Event	false					1			Common	https://swdestinydb.com/bundles/cards/en/05/05143.jpg
Legacies	144	05144	Neutral	Command	Target Intel	Event	false					0			Common	
Legacies	145	05145	Neutral	Command	Bubble Shield	Support	false					1			Uncommon	https://swdestinydb.com/bundles/cards/en/05/05145.jpg
Legacies	146	05146	Neutral	Command	Cover Team	Support	false					1			Common	
Legacies	158	05158	Neutral	General	Defend	Event	false					2			Common	
Legacies	159	05159	Neutral	General	Dive	Event	false					2			Common	
Legacies	160	05160	Neutral	General	Ice Storm	Event	false					0			Common	
Legacies	161	05161	Neutral	General	No Cheating	Event	false					0			Uncommon	https://swdestinydb.com/bundles/cards/en/05/05161.jpg
Legacies	162	05162	Neutral	General	Shelter	Event	false					1			Common	
Legacies	163	05163	Neutral	General	Backup Specialist	Support	false					1			Common	
Legacies	164	05164	Neutral	General	Remote Stockpile	Support	false					1			Common	
Legacies	165	05165	Neutral	General	Scrap Heap	Support	false					1			Uncommon	
Legacies	166	05166	Neutral	General	Bodyguard	Upgrade	false					1			Uncommon	
Legacies	167	05167	Neutral	General	Quickdraw Holster	Upgrade	false					0			Common	
Legacies	168	05168	Neutral	General	Espionage	Plot	false	1		1	1				Uncommon	https://swdestinydb.com/bundles/cards/en/05/05168.jpg
Legacies	169	05169	Neutral	General	Fortify	Plot	false	2		2	2				Uncommon	
Legacies	170	05170	Neutral	General	Preemptive Strike	Plot	false	3		3	3				Uncommon	
Legacies	171	05171	Neutral	General	Profitable Connection	Plot	false	3		3	3				Uncommon	https://swdestinydb.com/bundles/cards/en/05/05171.jpg
Legacies	172	05172	Neutral	General	Stolen Intel	Plot	false	2		2	2				Common	
Legacies	173	05173	Neutral	General	Taking Ground	Plot	false	2		2	2				Common	https://swdestinydb.com/bundles/cards/en/05/05173.jpg
Legacies	174	05174	Neutral	General	Arid Wasteland	Battlefield	false								Starter	https://swdestinydb.com/bundles/cards/en/05/05174.jpg
Legacies	175	05175	Neutral	General	Citadel Landing Zone	Battlefield	false								Common	
Legacies	176	05176	Neutral	General	Imperial Palace	Battlefield	false								Uncommon	
Legacies	177	05177	Neutral	General	Launch Deck	Battlefield	false								Uncommon	
Legacies	178	05178	Neutral	General	Outer Rim Outpost	Battlefield	false								Starter	https://swdestinydb.com/bundles/cards/en/05/05178.jpg
Legacies	179	05179	Neutral	General	Petranaki Arena	Battlefield	false								Common	https://swdestinydb.com/bundles/cards/en/05/05179.jpg
Legacies	180	05180	Neutral	General	Power Generator Trench	Battlefield	false								Uncommon	
Rivals	2	06002	Neutral	Command	Lobot	Character	true	10	13	10	13		9	[1RD 1F 1Sh 1R Sp -]	Starter	https://swdestinydb.com/bundles/cards/en/06/06002.jpg
Rivals	4	06004	Neutral	General	Jawa Scavenger	Character	false	6		6	6		6	[1RD 2RD1 1Dr 1R - -]	Starter	https://swdestinydb.com/bundles/cards/en/06/06004.jpg
Rivals	7	06007	Neutral	Command	Targeting Computer	Event	false					1			Starter	
Rivals	8	06008	Neutral	Command	Fang Fighter	Support	false					3		[2RD 3RD 1Dc 1Sh 1R -]	Starter	https://swdestinydb.com/bundles/cards/en/06/06008.jpg
Rivals	11	06011	Neutral	General	Emulate	Event	false					0			Starter	
Rivals	12	06012	Neutral	General	Fight Back	Event	false					1			Starter	
Rivals	13	06013	Neutral	General	Resourceful	Event	false					0			Starter	https://swdestinydb.com/bundles/cards/en/06/06013.jpg
Rivals	14	06014	Neutral	General	Surprise Attack	Event	false					1			Starter	
Rivals	15	06015	Neutral	General	Supply Pack	Upgrade	false					1			Starter	
Rivals	16	06016	Neutral	General	T-21 Repeating Blaster	Upgrade	false					3		[2RD +2RD 1Dr 1R Sp1 -]	Starter	https://swdestinydb.com/bundles/cards/en/06/06016.jpg
Rivals	17	06017	Neutral	General	Vibrosword	Upgrade	false					3		[1MD 3MD1 +2MD 1Dc 1R -]	Starter	https://swdestinydb.com/bundles/cards/en/06/06017.jpg
Rivals	18	06018	Neutral	General	Bespin Wing Guard	Support	false					1			Starter	
Rivals	19	06019	Neutral	General	Dry Fields	Battlefield	false								Starter	
Rivals	20	06020	Neutral	General	Sith Temple	Battlefield	false								Starter	https://swdestinydb.com/bundles/cards/en/06/06020.jpg
