set date	set code	card name	mana cost	colors	types	subtypes	rarity
2019-01-25	RNA	Domri's Nodorog	5.0	["G" "R"]	["Creature"]	["Beast"]	rare
2017-09-29	XLN	Ancient Brontodon	8.0	["G"]	["Creature"]	["Dinosaur"]	common
2017-09-29	XLN	Atzocan Archer	3.0	["G"]	["Creature"]	["Human" "Archer"]	uncommon
2017-09-29	XLN	Blinding Fog	3.0	["G"]	["Instant"]	[]	common
2017-09-29	XLN	Blossom Dryad	3.0	["G"]	["Creature"]	["Dryad"]	common
2017-09-29	XLN	Carnage Tyrant	6.0	["G"]	["Creature"]	["Dinosaur"]	mythic
2017-09-29	XLN	Colossal Dreadmaw	6.0	["G"]	["Creature"]	["Dinosaur"]	common
2017-09-29	XLN	Commune with Dinosaurs	1.0	["G"]	["Sorcery"]	[]	common
2017-09-29	XLN	Crash the Ramparts	3.0	["G"]	["Instant"]	[]	common
2017-09-29	XLN	Crushing Canopy	3.0	["G"]	["Instant"]	[]	common
2017-09-29	XLN	Deathgorge Scavenger	3.0	["G"]	["Creature"]	["Dinosaur"]	rare
2017-09-29	XLN	Deeproot Champion	2.0	["G"]	["Creature"]	["Merfolk" "Shaman"]	rare
2017-09-29	XLN	Deeproot Warrior	2.0	["G"]	["Creature"]	["Merfolk" "Warrior"]	common
2017-09-29	XLN	Drover of the Mighty	2.0	["G"]	["Creature"]	["Human" "Druid"]	uncommon
2017-09-29	XLN	Emergent Growth	4.0	["G"]	["Sorcery"]	[]	uncommon
2017-09-29	XLN	Emperor's Vanguard	4.0	["G"]	["Creature"]	["Human" "Scout"]	rare
2017-09-29	XLN	Grazing Whiptail	4.0	["G"]	["Creature"]	["Dinosaur"]	common
2017-09-29	XLN	Growing Rites of Itlimoc	3.0	["G"]	["Enchantment"]	[]	rare
2017-09-29	XLN	Ixalli's Diviner	2.0	["G"]	["Creature"]	["Human" "Druid"]	common
2017-09-29	XLN	Ixalli's Keeper	2.0	["G"]	["Creature"]	["Human" "Shaman"]	common
2017-09-29	XLN	Jade Guardian	4.0	["G"]	["Creature"]	["Merfolk" "Shaman"]	common
2017-09-29	XLN	Jungle Delver	1.0	["G"]	["Creature"]	["Merfolk" "Warrior"]	common
2017-09-29	XLN	Kumena's Speaker	1.0	["G"]	["Creature"]	["Merfolk" "Shaman"]	uncommon
2017-09-29	XLN	Merfolk Branchwalker	2.0	["G"]	["Creature"]	["Merfolk" "Scout"]	uncommon
2017-09-29	XLN	New Horizons	3.0	["G"]	["Enchantment"]	["Aura"]	common
2017-09-29	XLN	Old-Growth Dryads	1.0	["G"]	["Creature"]	["Dryad"]	rare
2017-09-29	XLN	Pounce	2.0	["G"]	["Instant"]	[]	common
2017-09-29	XLN	Ranging Raptors	3.0	["G"]	["Creature"]	["Dinosaur"]	uncommon
2017-09-29	XLN	Ravenous Daggertooth	3.0	["G"]	["Creature"]	["Dinosaur"]	common
2017-09-29	XLN	Ripjaw Raptor	4.0	["G"]	["Creature"]	["Dinosaur"]	rare
2017-09-29	XLN	River Heralds' Boon	2.0	["G"]	["Instant"]	[]	common
2017-09-29	XLN	Savage Stomp	3.0	["G"]	["Sorcery"]	[]	uncommon
2017-09-29	XLN	Shapers' Sanctuary	1.0	["G"]	["Enchantment"]	[]	rare
2017-09-29	XLN	Slice in Twain	4.0	["G"]	["Instant"]	[]	uncommon
2017-09-29	XLN	Snapping Sailback	5.0	["G"]	["Creature"]	["Dinosaur"]	uncommon
2017-09-29	XLN	Spike-Tailed Ceratops	5.0	["G"]	["Creature"]	["Dinosaur"]	common
2017-09-29	XLN	Thundering Spineback	7.0	["G"]	["Creature"]	["Dinosaur"]	uncommon
2017-09-29	XLN	Tishana's Wayfinder	3.0	["G"]	["Creature"]	["Merfolk" "Scout"]	common
2017-09-29	XLN	Verdant Rebirth	2.0	["G"]	["Instant"]	[]	uncommon
2017-09-29	XLN	Verdant Sun's Avatar	7.0	["G"]	["Creature"]	["Dinosaur" "Avatar"]	rare
2017-09-29	XLN	Vineshaper Mystic	3.0	["G"]	["Creature"]	["Merfolk" "Shaman"]	uncommon
2017-09-29	XLN	Waker of the Wilds	4.0	["G"]	["Creature"]	["Merfolk" "Shaman"]	rare
2017-09-29	XLN	Wildgrowth Walker	2.0	["G"]	["Creature"]	["Elemental"]	uncommon
2017-09-29	XLN	Belligerent Brontodon	7.0	["G" "W"]	["Creature"]	["Dinosaur"]	uncommon
2017-09-29	XLN	Gishath, Sun's Avatar	8.0	["G" "R" "W"]	["Creature"]	["Dinosaur" "Avatar"]	mythic
2017-09-29	XLN	Raging Swordtooth	5.0	["G" "R"]	["Creature"]	["Dinosaur"]	uncommon
2017-09-29	XLN	Regisaur Alpha	5.0	["G" "R"]	["Creature"]	["Dinosaur"]	rare
2017-09-29	XLN	Shapers of Nature	3.0	["G" "U"]	["Creature"]	["Merfolk" "Shaman"]	uncommon
2017-09-29	XLN	Tishana, Voice of Thunder	7.0	["G" "U"]	["Creature"]	["Merfolk" "Shaman"]	mythic
2017-09-29	XLN	Vraska, Relic Seeker	6.0	["B" "G"]	["Planeswalker"]	["Vraska"]	mythic
